ST_NAME,AC_NAME,LAT,LONG
Madhya Pradesh,ASHOKNAGAR,24.5775148,77.7318495
Madhya Pradesh,ASHTA,23.018851,76.721598
Madhya Pradesh,ASTHA,23.2111798,77.4329048
Madhya Pradesh,ATER,26.7420019,78.6427107
Madhya Pradesh,BADNAGAR,23.04693,75.377808
Madhya Pradesh,BADNAWAR,23.0207891,75.2335788
Madhya Pradesh,BADWAH,22.252609,76.040429
Madhya Pradesh,BADWAHA,22.252609,76.040429
Madhya Pradesh,BADWANI,25.9663848,77.40708
Madhya Pradesh,BADWARA,23.4739632,81.01473
Madhya Pradesh,BAGALI,23.3201425,74.6956622
Madhya Pradesh,BAGICHA,24.5571186,80.7758912
Madhya Pradesh,BAGLI,22.640692,76.345258
Madhya Pradesh,BAHORIBAND,23.66762,80.064621
Madhya Pradesh,BAIHAR,22.1,80.55
Madhya Pradesh,BAIKUNTHPUR,24.730403,81.4100403
Madhya Pradesh,BAIRAGARH,22.3263919,77.0751538
Madhya Pradesh,BAJAG,22.67317,81.351387
Madhya Pradesh,BAKAWAND,19.263453,82.1550451
Madhya Pradesh,BALAGHAT,21.812876,80.1838293
Madhya Pradesh,BALAPUR,21.8474646,75.7400563
Madhya Pradesh,BALOD,21.1638474,75.7705795
Madhya Pradesh,BALODA,22.6697256,75.1165915
Madhya Pradesh,BALODA BAZAR,21.6569173,82.1591963
Madhya Pradesh,BALODABAZAR,21.6569173,82.1591963
Madhya Pradesh,BAMORI,23.2035829,78.2945939
Madhya Pradesh,BANDA,24.04534,78.957848
Madhya Pradesh,BANDHAVGARH,23.647187,80.988453
Madhya Pradesh,BANDHOGARH,23.588884,81.020346
Madhya Pradesh,BARASIA,23.2862377,77.4031266
Madhya Pradesh,BARAUNDHA,25.05,80.65
Madhya Pradesh,BARELI,23.004219,78.233742
Madhya Pradesh,BARGHAT,22.034109,79.744614
Madhya Pradesh,BARGI,22.9917589,79.87707
Madhya Pradesh,BARNAGAR,23.04693,75.377808
Madhya Pradesh,BARWAHA,22.252609,76.040429
Madhya Pradesh,BARWANI,22.03302,74.895866
Madhya Pradesh,BARWANI (S.T.),22.03302,74.895866
Madhya Pradesh,BARWARA,23.9155241,79.9584397
Madhya Pradesh,BASODA,23.8514645,77.926303
Madhya Pradesh,BELHA,24.1827511,80.6673711
Madhya Pradesh,BEMETARA,21.7197222,81.5375
Madhya Pradesh,BEOHARI,24.0194699,81.371386
Madhya Pradesh,BERASIA,23.6333,77.4333
Madhya Pradesh,BERELI,23.004219,78.233742
Madhya Pradesh,BETUL,21.903865,77.903453
Madhya Pradesh,BHAGWANPURA,21.6815854,75.5931643
Madhya Pradesh,BHAINSDEHI,21.6437018,77.6317469
Madhya Pradesh,BHANDARA,21.1667,79.65
Madhya Pradesh,BHANDER,25.734461,78.743027
Madhya Pradesh,BHANPURI,22.348905,73.7448437
Madhya Pradesh,BHANUPRATAPPUR,20.311225,81.073175
Madhya Pradesh,BHATAPARA,21.734169,81.9479209
Madhya Pradesh,BHATAPARA SITAPUR,24.5542217,81.7622951
Madhya Pradesh,BHATGAON,22.864984,78.219132
Madhya Pradesh,BHIKANGAON,21.866051,75.967209
Madhya Pradesh,BHILAI NAGAR,21.2088774,81.3780632
Madhya Pradesh,BHIND,26.5642,78.7883
Madhya Pradesh,BHITARWAR,25.8,78.1167
Madhya Pradesh,BHOJPUR,23.099165,77.5784195
Madhya Pradesh,BHOMA,22.2717461,79.8309316
Madhya Pradesh,BHOPAL,23.2599333,77.412615
Madhya Pradesh,BHOPAL DAKSHINA-PASHCHIM,23.2599333,77.412615
Madhya Pradesh,BHOPAL DAKSHIN-PASCHIM,23.2599333,77.412615
Madhya Pradesh,BHOPAL MADHYA,23.2599333,77.412615
Madhya Pradesh,BHOPAL NORTH,23.2599333,77.412615
Madhya Pradesh,BHOPAL SOUTH,24.4041873,78.1535928
Madhya Pradesh,BHOPAL UTTAR,23.2599333,77.412615
Madhya Pradesh,BIAORA,23.915974,76.915587
Madhya Pradesh,BICHHIA,22.452948,80.710483
Madhya Pradesh,BICHHIYA,22.5787833,74.9851678
Madhya Pradesh,BICHHIYAH,22.5787833,74.9851678
Madhya Pradesh,BIJAI RAGHOGARH,24.2666667,80.7666667
Madhya Pradesh,BIJAPUR,22.1438512,76.3695167
Madhya Pradesh,BIJAWAR,24.6222222,79.4902778
Madhya Pradesh,BIJEYPUR,26.0538287,77.3690496
Madhya Pradesh,BILAI RAGHOGARH,24.44461,77.1949305
Madhya Pradesh,BILASPUR,22.8032094,81.5404443
Madhya Pradesh,BILHA,24.3799064,80.0003875
Madhya Pradesh,BINA,24.169331,78.187897
Madhya Pradesh,BIRENDRANAGAR,28.6,81.6333333
Madhya Pradesh,BOHANI,22.9335403,78.8594969
Madhya Pradesh,BRAMHAPURI,21.2735397,78.6645613
Madhya Pradesh,BUDHNI,22.7764943,77.681945
Madhya Pradesh,BULDANA,20.4560976,76.3637285
Madhya Pradesh,BURHANPUR,21.3073729,76.230416
Madhya Pradesh,BURHAR,23.21405,81.547394
Madhya Pradesh,CHACHAURA,24.181773,77.0082254
Madhya Pradesh,CHACHOURA,24.1710749,77.0008048
Madhya Pradesh,CHAMPA,21.2973589,79.0055218
Madhya Pradesh,CHANDA,22.5626772,81.3536914
Madhya Pradesh,CHANDERI,24.7107199,78.137108
Madhya Pradesh,CHANDLA,25.0833,80.2
Madhya Pradesh,CHANDRAPUR,23.8168347,78.3586224
Madhya Pradesh,CHANDRAPUR BIRRA,19.95,79.3
Madhya Pradesh,CHANDUR,21.268021,77.849136
Madhya Pradesh,CHAUKI,21.8670734,77.7394856
Madhya Pradesh,CHAURAI,22.0528825,79.2479342
Madhya Pradesh,CHHAPARA,22.3837312,79.535053
Madhya Pradesh,CHHATARPUR,24.91099,79.587784
Madhya Pradesh,CHHINDWARA,22.057437,78.9381729
Madhya Pradesh,CHICHOLI,21.50121,78.6965972
Madhya Pradesh,CHIKHLI,21.7510488,79.4956974
Madhya Pradesh,CHITRAKOOT,25.1788154,80.8654534
Madhya Pradesh,CHITRAKOT,25.2183953,80.7699359
Madhya Pradesh,CHITRANGI,24.471219,82.540359
Madhya Pradesh,CHOWKI,23.9858748,77.0981743
Madhya Pradesh,CHURAHAT,24.425949,81.662949
Madhya Pradesh,CHURAI,24.0394863,78.3302878
Madhya Pradesh,CHURHAT,24.425949,81.662949
Madhya Pradesh,DABARA,25.5479799,78.8750644
Madhya Pradesh,DABRA,25.8907463,78.3324512
Madhya Pradesh,DAMOH,23.8380986,79.4421731
Madhya Pradesh,DAMUA,22.3327883,78.821275
Madhya Pradesh,DANTEWARA,18.7964642,81.3399414
Madhya Pradesh,DARWHA,20.3167,77.7667
Madhya Pradesh,DARYAPUR,26.1239648,78.7996802
Madhya Pradesh,DATIA,25.6653262,78.4609393
Madhya Pradesh,DENWA,22.5926511,78.1571557
Madhya Pradesh,DEOLI,21.7407788,75.3587075
Madhya Pradesh,DEORI,23.388257,79.017788
Madhya Pradesh,DEOSAR,24.2002018,82.2664774
Madhya Pradesh,DEOTALAB,24.6771522,81.7198935
Madhya Pradesh,DEPALPUR,22.8514441,75.5421946
Madhya Pradesh,DEVENDRANAGAR,24.648041,80.371386
Madhya Pradesh,DEVSAR,23.035727,79.91037
Madhya Pradesh,DEWAS,22.961227,76.051411
Madhya Pradesh,DHAMDHA,23.3762864,80.0395205
Madhya Pradesh,DHAR,22.6012922,75.3024655
Madhya Pradesh,DHARAMPURI,22.156178,75.3499629
Madhya Pradesh,DHAUHANI,24.1400876,82.0733985
Madhya Pradesh,DHULKOT,21.610922,75.5521222
Madhya Pradesh,DIMANI,26.6114128,78.1507423
Madhya Pradesh,DINDORI,22.942639,81.075179
Madhya Pradesh,DONDI LOHARA,21.8133244,80.0227514
Madhya Pradesh,DONGARGAON,24.2474584,76.1682299
Madhya Pradesh,DONGARGARH,21.18842,80.75875
Madhya Pradesh,DR. AMBEDKAR NAGAR-MHOW,22.55,75.7667
Madhya Pradesh,DR.AMBEDKAR NAGAR -MHOW,22.55,75.7667
Madhya Pradesh,DURG CITY,23.6576435,79.5533194
Madhya Pradesh,GADARWARA,22.9167,78.7833
Madhya Pradesh,GANDAI,21.6667,81.1
Madhya Pradesh,GANDHWANI,22.3379462,75.0202247
Madhya Pradesh,GAROTH,24.324784,75.653659
Madhya Pradesh,GAURELLA,22.8656616,81.8879884
Madhya Pradesh,GHANSOR,22.656781,79.94404
Madhya Pradesh,GHARGHODA,22.172197,83.3534339
Madhya Pradesh,GHATIYA,22.4800816,80.4187425
Madhya Pradesh,GHODADONGRI,22.1240168,77.9995589
Madhya Pradesh,GHORA DONGRI,25.0626819,77.1887747
Madhya Pradesh,GHORADONGRI,22.1240168,77.9995589
Madhya Pradesh,GHUGHRI,22.6797724,80.6902515
Madhya Pradesh,GIRD,25.9633548,78.1036988
Madhya Pradesh,GOHAD,26.4261,78.4447
Madhya Pradesh,GONDIA,21.45985,80.198181
Madhya Pradesh,GOPADBANAS,24.288227,81.892317
Madhya Pradesh,GOREGAON,21.718067,77.6679292
Madhya Pradesh,GOTEGAON,23.048746,79.4872619
Madhya Pradesh,GOVINDPURA,23.2472227,77.4443807
Madhya Pradesh,GOWALIOR,26.2182871,78.1828308
Madhya Pradesh,GULANA,23.433333,76.466667
Madhya Pradesh,GUNA,24.64488,77.310158
Madhya Pradesh,GUNDERDEHI,20.941923,81.300843
Madhya Pradesh,GUNNAOR,24.4527571,80.26001
Madhya Pradesh,GURH,24.501062,81.498686
Madhya Pradesh,GWALIOR,26.2182871,78.1828308
Madhya Pradesh,GWALIOR EAST,26.2182871,78.1828308
Madhya Pradesh,GWALIOR RURAL,26.2182871,78.1828308
Madhya Pradesh,GWALIOR SOUTH,26.2182871,78.1828308
Madhya Pradesh,HARDA,22.343789,77.0959759
Madhya Pradesh,HARDHA,22.343789,77.0959759
Madhya Pradesh,HARSUD,22.09911,76.735359
Madhya Pradesh,HATPIPALYA,22.7667,76.3
Madhya Pradesh,HATPIPLIYA,22.7657789,76.297653
Madhya Pradesh,HATPIPLYA,23.698322,75.2654063
Madhya Pradesh,HATTA,24.1266486,79.5996716
Madhya Pradesh,HINGANGHAT,20.554442,78.836192
Madhya Pradesh,HINGNA,21.0735488,78.9613486
Madhya Pradesh,HOSHANGABAD,22.744108,77.736967
Madhya Pradesh,HUZUR,23.238741,77.281717
Madhya Pradesh,ICHHAWAR,23.027676,77.017348
Madhya Pradesh,INDORE,22.7195687,75.8577258
Madhya Pradesh,INDORE CITY CENTRAL,22.7981337,75.9307192
Madhya Pradesh,INDORE CITY EAST,22.7195687,75.8577258
Madhya Pradesh,INDORE CITY WEST,22.7195687,75.8577258
Madhya Pradesh,INDORE I,22.7195687,75.8577258
Madhya Pradesh,INDORE I I,22.7195687,75.8577258
Madhya Pradesh,INDORE I I I,22.7195687,75.8577258
Madhya Pradesh,INDORE I V,22.7195687,75.8577258
Madhya Pradesh,INDORE II,22.6455301,75.9071218
Madhya Pradesh,INDORE III,22.7454212,75.903072
Madhya Pradesh,INDORE IV,22.6455301,75.9071218
Madhya Pradesh,INDORE-1,22.6483976,75.8330591
Madhya Pradesh,INDORE-2,22.6455301,75.9071218
Madhya Pradesh,INDORE-3,22.6455301,75.9071218
Madhya Pradesh,INDORE-4,22.6455301,75.9071218
Madhya Pradesh,INDORE-5,22.6455301,75.9071218
Madhya Pradesh,INDORE-I,22.7195687,75.8577258
Madhya Pradesh,INDORE-II,22.6455301,75.9071218
Madhya Pradesh,INDORE-III,22.7454212,75.903072
Madhya Pradesh,INDORE-IV,22.6455301,75.9071218
Madhya Pradesh,INDORE-V,22.7195687,75.8577258
Madhya Pradesh,ITARSI,22.6054858,77.753544
Madhya Pradesh,JABALPUR CANTONMENT,23.1534171,79.9514901
Madhya Pradesh,JABALPUR CANTT,23.1377298,79.9472502
Madhya Pradesh,JABALPUR CANTT.,23.1377298,79.9472502
Madhya Pradesh,JABALPUR CENTRAL,23.1693393,79.9534778
Madhya Pradesh,JABALPUR CONTONMENT,23.1534171,79.9514901
Madhya Pradesh,JABALPUR EAST,23.1667,79.95
Madhya Pradesh,JABALPUR I,23.1667,79.95
Madhya Pradesh,JABALPUR I I,23.1667,79.95
Madhya Pradesh,JABALPUR I I I,23.1667,79.95
Madhya Pradesh,JABALPUR NORTH,23.1667,79.95
Madhya Pradesh,JABALPUR PASCHIM,23.1667,79.95
Madhya Pradesh,JABALPUR PURBA,23.1522606,79.922167
Madhya Pradesh,JABALPUR UTTAR,23.1667,79.95
Madhya Pradesh,JABALPUR WEST,23.1667,79.95
Madhya Pradesh,JABERA,23.563165,79.684249
Madhya Pradesh,JABLPUR I I,23.5178074,79.302299
Madhya Pradesh,JAGDALPUR,19.083537,82.027626
Madhya Pradesh,JAISINGHNAGAR,23.62038,78.576012
Madhya Pradesh,JAISINGNAGAR,23.62038,78.576012
Madhya Pradesh,JAITPUR,23.4736939,81.732836
Madhya Pradesh,JALGAON,21.9270002,75.1983113
Madhya Pradesh,JAMAI,22.198444,78.591665
Madhya Pradesh,JANJGIR,22.0105407,82.5726805
Madhya Pradesh,JANJGIR PAMGARH,22.0105407,82.5726805
Madhya Pradesh,JAORA,23.6371049,75.121401
Madhya Pradesh,JARUD,21.4550742,78.2234049
Madhya Pradesh,JATARA,25.0032061,79.058856
Madhya Pradesh,JAURA,25.7982955,78.0623403
Madhya Pradesh,JAWAD,24.594151,74.862709
Madhya Pradesh,JHABUA,22.769666,74.5920921
Madhya Pradesh,JOBAT,22.4167,74.5667
Madhya Pradesh,JOURA,26.3440501,77.8072373
Madhya Pradesh,JUNNARDEO,22.198444,78.591665
Madhya Pradesh,KALAPIPAL,23.4136273,76.2899071
Madhya Pradesh,KAMPTEE,21.0715624,78.6274612
Madhya Pradesh,KANKER,24.2541896,78.2561578
Madhya Pradesh,KANNOD,22.665039,76.739487
Madhya Pradesh,KARANJA,21.4054752,80.4340429
Madhya Pradesh,KARERA,25.4624,78.141693
Madhya Pradesh,KASRAWAD,22.12462,75.610595
Madhya Pradesh,KATANGI,21.7704644,79.804459
Madhya Pradesh,KATOL,21.6418631,77.6679292
Madhya Pradesh,KAWARDHA,22.01045,81.238068
Madhya Pradesh,KEOLARI,22.370672,79.910012
Madhya Pradesh,KESKAL,20.083057,81.5945349
Madhya Pradesh,KHACHAROD,23.422819,75.283287
Madhya Pradesh,KHACHROD,23.422819,75.283287
Madhya Pradesh,KHAIRAGARH,21.421174,80.975764
Madhya Pradesh,KHAIRLANJI,21.59712,79.976677
Madhya Pradesh,KHALLARI,23.5435465,80.2153998
Madhya Pradesh,KHALWA,21.8037474,76.7423094
Madhya Pradesh,KHAMARIA,23.59774,80.5539469
Madhya Pradesh,KHAMGAON,22.2272395,77.1981184
Madhya Pradesh,KHANDWA,21.8257334,76.352571
Madhya Pradesh,KHARAGPUR,26.4002991,78.1279359
Madhya Pradesh,KHARGAPUR,24.8167,79.15
Madhya Pradesh,KHARGONE,21.823366,75.610364
Madhya Pradesh,KHARSIA,21.98813,83.104187
Madhya Pradesh,KHATEGAON,22.5918286,76.9067598
Madhya Pradesh,KHILCHIPUR,24.043119,76.579293
Madhya Pradesh,KHURAI,24.043188,78.329742
Madhya Pradesh,KIRANPUR,21.6239195,80.3338439
Madhya Pradesh,KIRNAPUR,21.6239195,80.3338439
Madhya Pradesh,KOLARAS,25.219589,77.607742
Madhya Pradesh,KONDAGAON,19.6,81.6667
Madhya Pradesh,KONTA,23.5014519,76.4418473
Madhya Pradesh,KOTA,25.0804914,81.3316903
Madhya Pradesh,KOTMA,23.206979,81.979321
Madhya Pradesh,KUKSHI,22.205451,74.756791
Madhya Pradesh,KURWAI,24.1201126,78.0395149
Madhya Pradesh,KUTHARI,22.9510029,78.1535928
Madhya Pradesh,LAHAR,26.194457,78.939475
Madhya Pradesh,LAKHANADON,22.5895425,79.5879178
Madhya Pradesh,LAKHANDUR,20.7572391,79.8842826
Madhya Pradesh,LAKHANPUR,23.0508905,81.6966306
Madhya Pradesh,LAKHNADON,22.6,79.6
Madhya Pradesh,LALBURRA,21.944,80.1664119
Madhya Pradesh,LANJI,21.505917,80.548154
Madhya Pradesh,LASHKAR,26.22337,78.173622
Madhya Pradesh,LASHKAR EAST,26.22337,78.173622
Madhya Pradesh,LASHKAR WEST,26.22337,78.173622
Madhya Pradesh,LASKAR,26.22337,78.173622
Madhya Pradesh,LAUNDI,25.130398,80.003135
Madhya Pradesh,LIDHAURA,24.5737888,79.257801
Madhya Pradesh,LORMI,21.8696293,80.8377789
Madhya Pradesh,MAHARAJPUR,25.226615,80.1275052
Madhya Pradesh,MAHESHWAR,22.175733,75.584673
Madhya Pradesh,MAHIDPUR,24.5786275,77.9938497
Madhya Pradesh,MAIHAR,24.267138,80.755773
Madhya Pradesh,MAJHAULI,23.8396884,81.01473
Madhya Pradesh,MAJHOLI,23.5091,79.935387
Madhya Pradesh,MAJHOLI PANAGAR,23.28634,79.993975
Madhya Pradesh,MALEHRA,24.5636394,79.3106414
Madhya Pradesh,MALHARA,25.042931,79.67485
Madhya Pradesh,MALHARGARH,24.2833739,74.990877
Madhya Pradesh,MALKAPUR,21.8707775,75.7400563
Madhya Pradesh,MANAPUR,21.2665521,75.559693
Madhya Pradesh,MANASA,24.4768,75.143749
Madhya Pradesh,MANAWAR,22.234689,75.087056
Madhya Pradesh,MANAWAR EAST,22.234689,75.087056
Madhya Pradesh,MANAWAR WEST,22.234689,75.087056
Madhya Pradesh,MANDHATA,22.2507773,76.1522879
Madhya Pradesh,MANDLA,22.5979218,80.3713855
Madhya Pradesh,MANDLA NIWAS,23.0375954,80.4391767
Madhya Pradesh,MANDSAUR,24.071568,75.06693
Madhya Pradesh,MANDSOUR,24.0600695,75.0382881
Madhya Pradesh,MANENDRAGARH,23.2085,82.212227
Madhya Pradesh,MANGAWAN,24.652278,81.549482
Madhya Pradesh,MANPUR,22.4295855,75.6193539
Madhya Pradesh,MARAGAON,22.7940238,78.0166847
Madhya Pradesh,MARO,21.863371,81.861618
Madhya Pradesh,MARWAHI,23.0079999,82.0706753
Madhya Pradesh,MASOD,21.6937592,77.656476
Madhya Pradesh,MAUGANJ,24.6679882,81.8757018
Madhya Pradesh,MEHGAON,26.4954672,78.6143377
Madhya Pradesh,MELGHAT,21.3498094,77.495291
Madhya Pradesh,MHOW,22.5524372,75.7565273
Madhya Pradesh,MOHADI,22.810947,81.6309078
Madhya Pradesh,MOONDI,21.9350632,76.4436422
Madhya Pradesh,MORAR,26.22801,78.223106
Madhya Pradesh,MORENA,26.4969,78
Madhya Pradesh,MORSI,21.3392,78.0131
Madhya Pradesh,MUDWARA,23.7473807,80.365865
Madhya Pradesh,MULTAI,21.772289,78.262917
Madhya Pradesh,MUNGAOLI,24.407872,78.093116
Madhya Pradesh,MUNGELI,22.0667,81.6833
Madhya Pradesh,MURWARA,23.836081,80.39547
Madhya Pradesh,NAGADA - KHACHAROD,23.422819,75.283287
Madhya Pradesh,NAGADA-KHACHROD,23.422819,75.283287
Madhya Pradesh,NAGOD,24.570738,80.580844
Madhya Pradesh,NAGPUR I,22.8451112,78.0523548
Madhya Pradesh,NAGPUR I I,22.8451112,78.0523548
Madhya Pradesh,NAGPUR I I I,22.8451112,78.0523548
Madhya Pradesh,NAGPUR I V,22.8451112,78.0523548
Madhya Pradesh,NAINPUR,22.430269,80.112419
Madhya Pradesh,NAINPUR MOHGAON,22.2994014,80.2098219
Madhya Pradesh,NANDGAON,23.6929227,76.9671865
Madhya Pradesh,NANDURA,20.8333,76.45
Madhya Pradesh,NARAYANPUR,23.6036695,76.5509907
Madhya Pradesh,NARELA,22.1678716,79.5209994
Madhya Pradesh,NARSIMHAPUR,22.94453,79.193916
Madhya Pradesh,NARSINGARH,23.707805,77.096466
Madhya Pradesh,NARSINGHGARH,23.707805,77.096466
Madhya Pradesh,NARSINGHPUR,22.94453,79.193916
Madhya Pradesh,NARSINGPUR,25.832554,77.6657818
Madhya Pradesh,NARYAOLI,23.9060394,78.6086621
Madhya Pradesh,NARYOLI,23.9061273,78.5902143
Madhya Pradesh,NAVAGARH,22.7424398,75.7810092
Madhya Pradesh,NEEMUCH,24.465285,74.871128
Madhya Pradesh,NEPANAGAR,21.4667,76.4
Madhya Pradesh,NEW BHOPAL,23.2770414,77.3964433
Madhya Pradesh,NIWARI,25.359005,78.803087
Madhya Pradesh,NIWAS,23.0474229,80.445758
Madhya Pradesh,NOWROZABAD,23.352474,80.9802002
Madhya Pradesh,PACHEDA,24.9637935,82.1441643
Madhya Pradesh,PAGARA,22.1763228,75.3116995
Madhya Pradesh,PAL,24.4016873,81.1002985
Madhya Pradesh,PALARI,22.3029469,79.8142658
Madhya Pradesh,PANAGAR,23.28634,79.993975
Madhya Pradesh,PANDHANA,21.6948417,76.2203908
Madhya Pradesh,PANDHAR,21.8829367,80.2858397
Madhya Pradesh,PANDHURNA,21.59744,78.52836
Madhya Pradesh,PANNA,24.722441,80.187115
Madhya Pradesh,PANSEMAL,21.657864,74.697221
Madhya Pradesh,PANSEMAL (S.T.),21.657864,74.697221
Madhya Pradesh,PARADA,24.9042273,79.5935278
Madhya Pradesh,PARASIA,22.1905088,78.7617893
Madhya Pradesh,PARASIYA,22.3142989,79.5996716
Madhya Pradesh,PARASWADA,22.1763875,80.2976316
Madhya Pradesh,PATAN,23.2844455,79.6909019
Madhya Pradesh,PATHALGAON,22.556561,83.462897
Madhya Pradesh,PATHARIA,23.9,79.2
Madhya Pradesh,PATHARIYA,22.6055542,79.5729869
Madhya Pradesh,PAWAI,24.2667,80.1667
Madhya Pradesh,PENDRA,22.0652583,74.8711807
Madhya Pradesh,PETLAWAD,23.0098689,74.797456
Madhya Pradesh,PICHHORE,25.172647,78.181809
Madhya Pradesh,PICHHORE               GIRD,25.9599939,78.398994
Madhya Pradesh,PIPARIA,22.75522,78.358223
Madhya Pradesh,PIPARIYA,22.75522,78.358223
Madhya Pradesh,PITHORA,22.9303485,75.4140781
Madhya Pradesh,POHARI,25.529209,77.35717
Madhya Pradesh,POHRI,25.4836312,77.5121776
Madhya Pradesh,PREMNAGAR,21.8493148,75.6535389
Madhya Pradesh,PRITHVIPUR,25.1978466,78.7544516
Madhya Pradesh,PUSHPRAJGARH,22.9734229,78.6568942
Madhya Pradesh,RAGHOGARH,24.4829658,77.1600201
Madhya Pradesh,RAGHURAJNAGAR,24.986729,80.775148
Madhya Pradesh,RAIGAON,24.6553071,80.6951041
Madhya Pradesh,RAIGARH,24.545809,80.4270885
Madhya Pradesh,RAIPUR,22.7510688,77.7809672
Madhya Pradesh,RAIPUR RURAL,24.3686528,76.1609977
Madhya Pradesh,RAIPUR TOWN,22.7510688,77.7809672
Madhya Pradesh,RAJGARH,24.0078819,76.7278803
Madhya Pradesh,RAJNAGAR,24.888487,79.908557
Madhya Pradesh,RAJNANDGAON,20.9456135,80.8986502
Madhya Pradesh,RAJPUR,21.941112,75.136897
Madhya Pradesh,RAJPUR (S.T.),21.941112,75.136897
Madhya Pradesh,RAMAKONA,21.717544,78.844192
Madhya Pradesh,RAMPUR,24.50312,81.1223656
Madhya Pradesh,RAMPUR BAGHELAN,24.50312,81.1223656
Madhya Pradesh,RAMPUR BEGHELAN,28.802957,79.0254439
Madhya Pradesh,RAMPUR BHAGHELAN,24.50312,81.1223656
Madhya Pradesh,RAMPUR-BAGHELAN,24.50312,81.1223656
Madhya Pradesh,RAMTEK,23.5894711,78.8524199
Madhya Pradesh,RANPUR BAGHELAN,24.50312,81.1223656
Madhya Pradesh,RATLAM,23.3341696,75.0376325
Madhya Pradesh,RATLAM CITY,23.3341696,75.0376325
Madhya Pradesh,RATLAM RURAL,23.3341696,75.0376325
Madhya Pradesh,RATLAM TOWN,23.3341696,75.0376325
Madhya Pradesh,RAU,22.636599,75.815493
Madhya Pradesh,REHLI,23.63665,79.0693129
Madhya Pradesh,REWA,24.5313889,81.3011111
Madhya Pradesh,RITHI,23.9,80.1333333
Madhya Pradesh,RON,23.7694192,79.2193851
Madhya Pradesh,SABALGARH,26.245239,77.39933
Madhya Pradesh,SAGAR,23.838805,78.7378068
Madhya Pradesh,SAILANA,23.462894,74.921687
Madhya Pradesh,SAINKHEDA,21.7759255,78.0937171
Madhya Pradesh,SAJA,24.4775969,78.4950837
Madhya Pradesh,SAKOLI,24.1168985,77.9253155
Madhya Pradesh,SAKTI,24.9053199,77.6242574
Madhya Pradesh,SAMRI,23.8256974,76.2855634
Madhya Pradesh,SANCHI,23.4873393,77.7418238
Madhya Pradesh,SANCHI (SC),23.4873393,77.7418238
Madhya Pradesh,SANWAR,24.5224998,74.8406611
Madhya Pradesh,SANWER,22.9735458,75.8279746
Madhya Pradesh,SAONER,21.38537,78.920227
Madhya Pradesh,SARANGARH,22.6449345,80.9705292
Madhya Pradesh,SARANGPUR,23.564289,76.475662
Madhya Pradesh,SARDARPUR,22.660601,74.9772969
Madhya Pradesh,SATNA,24.5833,80.8333
Madhya Pradesh,SAUNSAR,21.654809,78.794724
Madhya Pradesh,SAUSAR,21.654809,78.794724
Madhya Pradesh,SAWARGAON,21.6097607,78.5234903
Madhya Pradesh,SAWER,22.974603,75.834032
Madhya Pradesh,SEHORE,23.2,77.0833
Madhya Pradesh,SEMARIYA,23.9005184,82.5997128
Madhya Pradesh,SENDHAWA,21.6906109,75.1142319
Madhya Pradesh,SENDHWA,21.6818986,75.0942651
Madhya Pradesh,SENDHWA (S.T.),21.6818986,75.0942651
Madhya Pradesh,SEONDHA,26.156429,78.7796709
Madhya Pradesh,SEONI,22.088284,79.551864
Madhya Pradesh,SEONI MALWA,22.45,77.4667
Madhya Pradesh,SEONI-MALWA,22.45,77.4667
Madhya Pradesh,SEWDA,23.16602,76.69104
Madhya Pradesh,SHADORA,24.6232599,77.594482
Madhya Pradesh,SHAHPUR,22.192799,77.907632
Madhya Pradesh,SHAHPURA,23.182089,80.700495
Madhya Pradesh,SHAJAPUR,23.426589,76.275573
Madhya Pradesh,SHAMSHABAD,22.8334484,76.3434679
Madhya Pradesh,SHEGAON,21.833138,75.403062
Madhya Pradesh,SHEOPUR,25.6667,76.7
Madhya Pradesh,SHIVPUR,23.3057735,75.1720488
Madhya Pradesh,SHIVPURI,25.42329,77.653633
Madhya Pradesh,SHUJALPUR,23.4,76.7167
Madhya Pradesh,SIDHI,24.396434,81.879841
Madhya Pradesh,SIHAWAL,24.5569517,82.2298056
Madhya Pradesh,SIHORA,23.487142,80.107665
Madhya Pradesh,SILWANI,22.3654054,77.8938895
Madhya Pradesh,SINDI,22.3314721,74.5873348
Madhya Pradesh,SINGRAULI,24.2,82.67
Madhya Pradesh,SIRMAUR,24.830424,81.369056
Madhya Pradesh,SIRMOUR,24.830424,81.369056
Madhya Pradesh,SIRONI,25.8195583,76.9988669
Madhya Pradesh,SIRONJ,24.097465,77.690045
Madhya Pradesh,SITAMAU,24.012771,75.353984
Madhya Pradesh,SITAPUR,24.5542217,81.7622951
Madhya Pradesh,SOHAGPUR,22.69802,78.200638
Madhya Pradesh,SONKATCH,22.972311,76.3452329
Madhya Pradesh,SUKMA,25.5971948,78.4993743
Madhya Pradesh,SUMAOLI,26.3753175,77.918174
Madhya Pradesh,SUMAWALI,26.1643808,78.5149691
Madhya Pradesh,SURAJPUR,25.9764638,78.0338078
Madhya Pradesh,SURKHI,23.630671,78.836777
Madhya Pradesh,SUSNER,23.946403,76.0882589
Madhya Pradesh,SUWASARA,24.5552292,75.2420722
Madhya Pradesh,SUWASRA,24.06749,75.65313
Madhya Pradesh,TAKHATPUR,23.5726692,80.8613028
Madhya Pradesh,TALEGAON,21.2439673,77.6178125
Madhya Pradesh,TAMIA PARASIA,22.1905088,78.7617893
Madhya Pradesh,TARAN,26.2097049,78.185477
